ID,Sexo,Estado civil,Edad,Educacion,Ingreso anual,Ocupacion,Tamano de asentamiento
100000727,Mujer,,47,universidad,110190,desempleado/a / no calificado/a,0
100000728,Hombre,,25,secundaria,105104,empleado/a calificado/a / funcionario/a,1
100000729,Hombre,,59,universidad,184753,empleado/a calificado/a / funcionario/a,1
100000730,Mujer,,36,secundaria,162521,empleado/a calificado/a / funcionario/a,2
100000731,Mujer,soltero/a,33,secundaria,156794,empleado/a calificado/a / funcionario/a,1
100000732,Mujer,soltero/a,21,,65827,desempleado/a / no calificado/a,0
100000733,Hombre,,44,universidad,88490,desempleado/a / no calificado/a,0
100000734,Hombre,,28,secundaria,154919,empleado/a calificado/a / funcionario/a,2
100000735,Hombre,,37,secundaria,129058,empleado/a calificado/a / funcionario/a,0
100000736,Hombre,,29,secundaria,77532,desempleado/a / no calificado/a,0
100000737,Hombre,,23,secundaria,235417,,2
100000738,Mujer,soltero/a,35,secundaria,113468,desempleado/a / no calificado/a,0
100000739,Mujer,soltero/a,45,secundaria,190803,,2
100000740,Hombre,,26,secundaria,121423,desempleado/a / no calificado/a,0
100000741,Mujer,soltero/a,32,,121347,empleado/a calificado/a / funcionario/a,1
100000742,Mujer,soltero/a,23,,67408,desempleado/a / no calificado/a,0
100000743,Mujer,soltero/a,41,secundaria,123043,empleado/a calificado/a / funcionario/a,1
100000744,Mujer,soltero/a,22,,128387,empleado/a calificado/a / funcionario/a,2
100000745,Mujer,soltero/a,30,,250050,,1
100000746,Mujer,soltero/a,28,,69588,desempleado/a / no calificado/a,0
100000747,Hombre,,23,secundaria,109547,empleado/a calificado/a / funcionario/a,1
100000748,Hombre,,37,secundaria,78840,desempleado/a / no calificado/a,0
100000749,Mujer,soltero/a,26,,131122,empleado/a calificado/a / funcionario/a,0
100000750,Mujer,soltero/a,33,secundaria,115403,empleado/a calificado/a / funcionario/a,1
100000751,Hombre,,49,universidad,110291,empleado/a calificado/a / funcionario/a,2
100000752,Hombre,,23,secundaria,64811,desempleado/a / no calificado/a,0
100000753,Hombre,,23,secundaria,86015,desempleado/a / no calificado/a,0
100000754,Hombre,,25,secundaria,142438,empleado/a calificado/a / funcionario/a,2
100000755,Mujer,soltero/a,55,secundaria,159303,empleado/a calificado/a / funcionario/a,1
100000756,Hombre,,32,secundaria,104957,empleado/a calificado/a / funcionario/a,1
100000757,Mujer,soltero/a,74,universidad,89502,desempleado/a / no calificado/a,0
100000758,Mujer,soltero/a,39,secundaria,121313,empleado/a calificado/a / funcionario/a,1
100000759,Mujer,soltero/a,31,,98102,empleado/a calificado/a / funcionario/a,0
100000760,Mujer,soltero/a,35,secundaria,94554,empleado/a calificado/a / funcionario/a,1
100000761,Hombre,,59,universidad,162591,empleado/a calificado/a / funcionario/a,1
100000762,Hombre,,24,secundaria,106629,empleado/a calificado/a / funcionario/a,2
100000763,Mujer,soltero/a,24,,70400,desempleado/a / no calificado/a,0
100000764,Mujer,soltero/a,30,,235660,,2
100000765,Mujer,,27,secundaria,121747,empleado/a calificado/a / funcionario/a,2
100000766,Mujer,,40,secundaria,85060,desempleado/a / no calificado/a,0
100000767,Mujer,,31,secundaria,87630,desempleado/a / no calificado/a,0
100000768,Hombre,,31,secundaria,119673,empleado/a calificado/a / funcionario/a,0
100000769,Mujer,soltero/a,28,,126060,empleado/a calificado/a / funcionario/a,2
100000770,Mujer,soltero/a,63,universidad,96145,desempleado/a / no calificado/a,0
100000771,Hombre,,26,secundaria,114830,empleado/a calificado/a / funcionario/a,0
100000772,Hombre,,25,secundaria,194461,,2
100000773,Mujer,soltero/a,36,secundaria,150158,,2
100000774,Mujer,soltero/a,52,secundaria,136323,empleado/a calificado/a / funcionario/a,2
100000775,Mujer,soltero/a,66,universidad,111858,desempleado/a / no calificado/a,0
100000776,Hombre,,25,secundaria,100198,empleado/a calificado/a / funcionario/a,0
100000777,Mujer,soltero/a,37,secundaria,123452,empleado/a calificado/a / funcionario/a,2
100000778,Hombre,,25,secundaria,120723,empleado/a calificado/a / funcionario/a,1
100000779,Mujer,soltero/a,38,secundaria,215639,,1
100000780,Hombre,,67,,166712,empleado/a calificado/a / funcionario/a,1
100000781,Mujer,soltero/a,25,,136300,empleado/a calificado/a / funcionario/a,1
100000782,Mujer,soltero/a,60,universidad,166988,empleado/a calificado/a / funcionario/a,2
100000783,Mujer,soltero/a,31,,77265,desempleado/a / no calificado/a,0
100000784,Hombre,,23,secundaria,85967,desempleado/a / no calificado/a,0
100000785,Mujer,,60,universidad,212020,,0
100000786,Mujer,soltero/a,35,secundaria,126054,desempleado/a / no calificado/a,0
100000787,Mujer,soltero/a,40,secundaria,144589,empleado/a calificado/a / funcionario/a,0
100000788,Mujer,soltero/a,38,secundaria,116723,empleado/a calificado/a / funcionario/a,1
100000789,Mujer,soltero/a,50,secundaria,168637,empleado/a calificado/a / funcionario/a,1
100000790,Mujer,soltero/a,27,,139119,empleado/a calificado/a / funcionario/a,1
100000791,Hombre,,39,universidad,118610,empleado/a calificado/a / funcionario/a,2
100000792,Mujer,soltero/a,41,secundaria,183312,,2
100000793,Mujer,,27,secundaria,96323,empleado/a calificado/a / funcionario/a,0
100000794,Mujer,,51,universidad,149510,empleado/a calificado/a / funcionario/a,2
100000795,Mujer,soltero/a,32,,141922,empleado/a calificado/a / funcionario/a,2
100000796,Hombre,,22,secundaria,120233,empleado/a calificado/a / funcionario/a,0
100000797,Mujer,soltero/a,51,secundaria,172790,empleado/a calificado/a / funcionario/a,1
100000798,Hombre,,22,secundaria,66720,desempleado/a / no calificado/a,0
100000799,Mujer,,54,universidad,113024,empleado/a calificado/a / funcionario/a,1
100000800,Mujer,soltero/a,35,secundaria,51791,desempleado/a / no calificado/a,0
100000801,Mujer,soltero/a,54,secundaria,118408,empleado/a calificado/a / funcionario/a,2
100000802,Hombre,,48,universidad,101616,desempleado/a / no calificado/a,0
100000803,Hombre,,24,secundaria,127250,empleado/a calificado/a / funcionario/a,0
100000804,Mujer,soltero/a,35,secundaria,97290,empleado/a calificado/a / funcionario/a,0
100000805,Hombre,,24,secundaria,106970,desempleado/a / no calificado/a,0
100000806,Mujer,soltero/a,24,,168147,empleado/a calificado/a / funcionario/a,2
100000807,Mujer,,26,secundaria,68468,desempleado/a / no calificado/a,0
100000808,Mujer,soltero/a,65,universidad,120780,empleado/a calificado/a / funcionario/a,2
100000809,Mujer,soltero/a,55,secundaria,231992,,2
100000810,Hombre,,26,secundaria,53903,desempleado/a / no calificado/a,0
100000811,Mujer,,26,secundaria,101511,empleado/a calificado/a / funcionario/a,2
100000812,Mujer,,28,secundaria,69046,desempleado/a / no calificado/a,0
100000813,Mujer,soltero/a,24,,171584,empleado/a calificado/a / funcionario/a,1
100000814,Mujer,soltero/a,54,secundaria,132367,empleado/a calificado/a / funcionario/a,2
100000815,Mujer,soltero/a,46,secundaria,134433,empleado/a calificado/a / funcionario/a,2
100000816,Hombre,,54,universidad,190518,empleado/a calificado/a / funcionario/a,0
100000817,Mujer,,62,universidad,152367,empleado/a calificado/a / funcionario/a,1
100000818,Hombre,,24,secundaria,101157,empleado/a calificado/a / funcionario/a,1
100000819,Mujer,,43,universidad,279593,,2
100000820,Mujer,,26,secundaria,96716,empleado/a calificado/a / funcionario/a,2
100000821,Mujer,,27,secundaria,95171,empleado/a calificado/a / funcionario/a,0
100000822,Mujer,,24,secundaria,129162,empleado/a calificado/a / funcionario/a,2
100000823,Mujer,soltero/a,41,secundaria,118742,empleado/a calificado/a / funcionario/a,0
100000824,Mujer,soltero/a,47,secundaria,74511,desempleado/a / no calificado/a,0
100000825,Mujer,,35,secundaria,157272,,1
100000826,Mujer,,30,secundaria,102374,empleado/a calificado/a / funcionario/a,0
100000827,Hombre,,33,secundaria,131492,empleado/a calificado/a / funcionario/a,0
100000828,Mujer,soltero/a,36,secundaria,128702,empleado/a calificado/a / funcionario/a,2
100000829,Mujer,soltero/a,47,secundaria,177509,empleado/a calificado/a / funcionario/a,2
100000830,Mujer,soltero/a,38,secundaria,163451,empleado/a calificado/a / funcionario/a,1
100000831,Mujer,soltero/a,44,secundaria,144900,empleado/a calificado/a / funcionario/a,1
100000832,Hombre,,23,secundaria,97115,empleado/a calificado/a / funcionario/a,2
100000833,Mujer,soltero/a,29,,196568,empleado/a calificado/a / funcionario/a,2
100000834,Hombre,,42,universidad,158405,empleado/a calificado/a / funcionario/a,0
100000835,Hombre,,25,secundaria,97376,desempleado/a / no calificado/a,0
100000836,Mujer,soltero/a,48,secundaria,108678,empleado/a calificado/a / funcionario/a,1
100000837,Hombre,,21,secundaria,92351,empleado/a calificado/a / funcionario/a,0
100000838,Hombre,,23,secundaria,61211,desempleado/a / no calificado/a,0
100000839,Mujer,soltero/a,63,universidad,138644,empleado/a calificado/a / funcionario/a,0
100000840,Mujer,,46,universidad,124824,empleado/a calificado/a / funcionario/a,2
100000841,Mujer,soltero/a,29,,132852,empleado/a calificado/a / funcionario/a,0
100000842,Mujer,soltero/a,28,,81069,desempleado/a / no calificado/a,0
100000843,Hombre,,23,secundaria,104094,empleado/a calificado/a / funcionario/a,2
100000844,Mujer,soltero/a,50,secundaria,114853,empleado/a calificado/a / funcionario/a,0
100000845,Mujer,soltero/a,47,secundaria,130344,empleado/a calificado/a / funcionario/a,2
100000846,Mujer,soltero/a,35,secundaria,135090,empleado/a calificado/a / funcionario/a,0
100000847,Mujer,soltero/a,68,universidad,179151,empleado/a calificado/a / funcionario/a,2
100000848,Mujer,,28,secundaria,97390,empleado/a calificado/a / funcionario/a,1
100000849,Mujer,soltero/a,59,universidad,120160,empleado/a calificado/a / funcionario/a,0
100000850,Mujer,soltero/a,57,universidad,82277,desempleado/a / no calificado/a,0
100000851,Mujer,,33,secundaria,110844,empleado/a calificado/a / funcionario/a,2
100000852,Mujer,soltero/a,43,secundaria,133105,empleado/a calificado/a / funcionario/a,0
100000853,Mujer,soltero/a,35,secundaria,102042,empleado/a calificado/a / funcionario/a,0
100000854,Mujer,soltero/a,32,,69370,desempleado/a / no calificado/a,0
100000855,Mujer,soltero/a,45,secundaria,200298,empleado/a calificado/a / funcionario/a,1
100000856,Mujer,,33,secundaria,117039,empleado/a calificado/a / funcionario/a,2
100000857,Hombre,,40,universidad,107585,empleado/a calificado/a / funcionario/a,2
100000858,Mujer,soltero/a,28,,114429,empleado/a calificado/a / funcionario/a,0
100000859,Hombre,,29,secundaria,128234,empleado/a calificado/a / funcionario/a,2
100000860,Mujer,soltero/a,26,,128580,empleado/a calificado/a / funcionario/a,2
100000861,Mujer,soltero/a,27,,177757,empleado/a calificado/a / funcionario/a,1
100000862,Mujer,,28,secundaria,106222,empleado/a calificado/a / funcionario/a,0
100000863,Hombre,,35,secundaria,118428,empleado/a calificado/a / funcionario/a,2
100000864,Mujer,soltero/a,32,,139477,desempleado/a / no calificado/a,0
100000865,Mujer,soltero/a,25,,71159,desempleado/a / no calificado/a,0
100000866,Hombre,,20,secundaria,131370,empleado/a calificado/a / funcionario/a,2
100000867,Hombre,,27,secundaria,111567,empleado/a calificado/a / funcionario/a,2
100000868,Mujer,soltero/a,42,secundaria,125482,empleado/a calificado/a / funcionario/a,2
100000869,Mujer,soltero/a,37,secundaria,160642,empleado/a calificado/a / funcionario/a,2
100000870,Hombre,,24,secundaria,92498,empleado/a calificado/a / funcionario/a,0
100000871,Hombre,,40,universidad,199711,empleado/a calificado/a / funcionario/a,2
100000872,Mujer,soltero/a,46,secundaria,127588,empleado/a calificado/a / funcionario/a,2
100000873,Mujer,soltero/a,26,,107508,empleado/a calificado/a / funcionario/a,2
100000874,Hombre,,24,secundaria,94629,empleado/a calificado/a / funcionario/a,2
100000875,Mujer,soltero/a,29,,87598,desempleado/a / no calificado/a,2
100000876,Hombre,,40,universidad,161194,empleado/a calificado/a / funcionario/a,1
100000877,Mujer,soltero/a,36,secundaria,137342,,2
100000878,Mujer,soltero/a,28,,116848,empleado/a calificado/a / funcionario/a,1
100000879,Mujer,soltero/a,27,,125190,,1
100000880,Mujer,soltero/a,36,secundaria,153441,empleado/a calificado/a / funcionario/a,0
100000881,Mujer,soltero/a,38,secundaria,195328,,2
100000882,Mujer,,48,universidad,190413,empleado/a calificado/a / funcionario/a,0
100000883,Mujer,soltero/a,36,secundaria,118656,empleado/a calificado/a / funcionario/a,1
100000884,Hombre,,65,,69487,desempleado/a / no calificado/a,0
100000885,Mujer,,43,universidad,145313,empleado/a calificado/a / funcionario/a,1
100000886,Hombre,,53,universidad,117005,empleado/a calificado/a / funcionario/a,1
100000887,Mujer,soltero/a,34,secundaria,123243,empleado/a calificado/a / funcionario/a,1
100000888,Mujer,soltero/a,23,,237799,empleado/a calificado/a / funcionario/a,1
100000889,Mujer,soltero/a,34,secundaria,180617,,2
100000890,Mujer,soltero/a,40,secundaria,167019,empleado/a calificado/a / funcionario/a,0
100000891,Mujer,soltero/a,43,secundaria,147745,,2
100000892,Mujer,soltero/a,46,secundaria,114254,empleado/a calificado/a / funcionario/a,1
100000893,Mujer,soltero/a,38,secundaria,81155,desempleado/a / no calificado/a,0
100000894,Mujer,soltero/a,34,secundaria,151803,empleado/a calificado/a / funcionario/a,2
100000895,Mujer,soltero/a,29,,94356,empleado/a calificado/a / funcionario/a,2
100000896,Mujer,soltero/a,31,,200621,,2
100000897,Hombre,,28,secundaria,144448,,1
100000898,Hombre,,35,secundaria,150797,empleado/a calificado/a / funcionario/a,0
100000899,Hombre,,33,secundaria,84404,desempleado/a / no calificado/a,0
100000900,Mujer,soltero/a,42,secundaria,133373,empleado/a calificado/a / funcionario/a,2
100000901,Mujer,soltero/a,43,secundaria,119502,empleado/a calificado/a / funcionario/a,2
100000902,Mujer,,44,universidad,131619,empleado/a calificado/a / funcionario/a,0
100000903,Mujer,soltero/a,42,secundaria,194084,empleado/a calificado/a / funcionario/a,2
100000904,Mujer,,40,secundaria,108278,empleado/a calificado/a / funcionario/a,1
100000905,Mujer,soltero/a,36,secundaria,130987,,1
100000906,Mujer,soltero/a,20,,116582,,2
100000907,Mujer,soltero/a,24,,85270,desempleado/a / no calificado/a,0
100000908,Mujer,,27,secundaria,129227,empleado/a calificado/a / funcionario/a,0
100000909,Hombre,,46,universidad,108291,desempleado/a / no calificado/a,0
100000910,Hombre,,33,secundaria,103091,desempleado/a / no calificado/a,0
100000911,Hombre,,34,secundaria,136975,empleado/a calificado/a / funcionario/a,1
100000912,Hombre,,25,secundaria,111502,desempleado/a / no calificado/a,0
100000913,Hombre,,25,secundaria,124750,empleado/a calificado/a / funcionario/a,1
100000914,Mujer,,28,secundaria,146463,empleado/a calificado/a / funcionario/a,2
100000915,Mujer,soltero/a,31,,115075,empleado/a calificado/a / funcionario/a,0
100000916,Hombre,,32,secundaria,308491,,1
100000917,Mujer,soltero/a,32,,126368,empleado/a calificado/a / funcionario/a,0
100000918,Mujer,soltero/a,68,universidad,287247,,2
100000919,Mujer,,33,secundaria,125535,empleado/a calificado/a / funcionario/a,2
100000920,Mujer,soltero/a,39,secundaria,153223,,2
100000921,Hombre,,28,secundaria,106873,empleado/a calificado/a / funcionario/a,1
100000922,Mujer,soltero/a,37,secundaria,268906,,1
100000923,Hombre,,22,secundaria,97757,empleado/a calificado/a / funcionario/a,2
100000924,Mujer,soltero/a,30,,112151,empleado/a calificado/a / funcionario/a,1
100000925,Mujer,,55,universidad,172909,empleado/a calificado/a / funcionario/a,0
100000926,Mujer,soltero/a,46,secundaria,103387,empleado/a calificado/a / funcionario/a,1
100000927,Hombre,,21,secundaria,93916,empleado/a calificado/a / funcionario/a,2
100000928,Mujer,soltero/a,39,secundaria,189963,empleado/a calificado/a / funcionario/a,2
100000929,Mujer,soltero/a,58,universidad,124191,empleado/a calificado/a / funcionario/a,0
100000930,Mujer,soltero/a,43,secundaria,77205,desempleado/a / no calificado/a,0
100000931,Mujer,soltero/a,24,,65917,desempleado/a / no calificado/a,0
100000932,Hombre,,22,secundaria,109676,empleado/a calificado/a / funcionario/a,0
100000933,Mujer,soltero/a,30,,95682,empleado/a calificado/a / funcionario/a,2
100000934,Mujer,soltero/a,42,secundaria,125516,empleado/a calificado/a / funcionario/a,2
100000935,Hombre,,23,secundaria,99822,empleado/a calificado/a / funcionario/a,0
100000936,Mujer,soltero/a,30,,154854,,1
100000937,Hombre,,28,secundaria,84582,desempleado/a / no calificado/a,0
100000938,Mujer,,30,secundaria,145800,,0
100000939,Mujer,soltero/a,42,secundaria,162869,empleado/a calificado/a / funcionario/a,1
100000940,Mujer,soltero/a,46,secundaria,192379,,2
100000941,Mujer,soltero/a,45,secundaria,159757,,2
100000942,Mujer,soltero/a,31,,69571,desempleado/a / no calificado/a,0
100000943,Mujer,soltero/a,31,,93648,empleado/a calificado/a / funcionario/a,2
100000944,Mujer,soltero/a,42,secundaria,77472,desempleado/a / no calificado/a,0
100000945,Hombre,,46,universidad,121501,empleado/a calificado/a / funcionario/a,0
100000946,Hombre,,30,secundaria,207262,empleado/a calificado/a / funcionario/a,0
100000947,Mujer,soltero/a,30,,143082,empleado/a calificado/a / funcionario/a,2
100000948,Mujer,soltero/a,38,secundaria,147760,,1
100000949,Mujer,,43,universidad,82082,desempleado/a / no calificado/a,0
100000950,Mujer,soltero/a,31,,132991,empleado/a calificado/a / funcionario/a,1
100000951,Mujer,,40,secundaria,78436,desempleado/a / no calificado/a,0
100000952,Mujer,soltero/a,24,,99737,empleado/a calificado/a / funcionario/a,2
100000953,Hombre,,28,secundaria,164915,empleado/a calificado/a / funcionario/a,0
100000954,Hombre,,26,secundaria,223185,,1
100000955,Hombre,,29,secundaria,108400,empleado/a calificado/a / funcionario/a,2
100000956,Hombre,,57,universidad,194882,,1
100000957,Mujer,soltero/a,49,secundaria,122186,desempleado/a / no calificado/a,0
100000958,Mujer,soltero/a,37,secundaria,79594,desempleado/a / no calificado/a,0
100000959,Mujer,soltero/a,45,secundaria,104355,desempleado/a / no calificado/a,0
100000960,Mujer,soltero/a,30,,135894,empleado/a calificado/a / funcionario/a,2
100000961,Mujer,,30,secundaria,103699,empleado/a calificado/a / funcionario/a,1
100000962,Mujer,,47,universidad,132145,empleado/a calificado/a / funcionario/a,1
100000963,Mujer,soltero/a,29,,117272,empleado/a calificado/a / funcionario/a,2
100000964,Mujer,soltero/a,35,secundaria,137932,empleado/a calificado/a / funcionario/a,0
100000965,Mujer,,22,secundaria,63972,desempleado/a / no calificado/a,0
100000966,Hombre,,26,secundaria,113299,empleado/a calificado/a / funcionario/a,2
100000967,Mujer,soltero/a,23,,108540,desempleado/a / no calificado/a,0
100000968,Hombre,,54,universidad,174424,,2
100000969,Mujer,,29,secundaria,154991,empleado/a calificado/a / funcionario/a,2
100000970,Mujer,soltero/a,40,secundaria,99723,desempleado/a / no calificado/a,0
100000971,Mujer,soltero/a,22,,114584,empleado/a calificado/a / funcionario/a,2
100000972,Mujer,soltero/a,43,secundaria,135275,desempleado/a / no calificado/a,0
100000973,Hombre,,29,secundaria,41680,desempleado/a / no calificado/a,0
100000974,Mujer,soltero/a,36,secundaria,158769,empleado/a calificado/a / funcionario/a,1
100000975,Hombre,,33,secundaria,120596,empleado/a calificado/a / funcionario/a,0
100000976,Hombre,,57,universidad,139641,desempleado/a / no calificado/a,0
100000977,Hombre,,64,,134377,empleado/a calificado/a / funcionario/a,0
100000978,Mujer,soltero/a,42,secundaria,125804,empleado/a calificado/a / funcionario/a,2
100000979,Mujer,soltero/a,47,secundaria,91858,desempleado/a / no calificado/a,0
100000980,Mujer,,25,secundaria,117641,empleado/a calificado/a / funcionario/a,2
100000981,Mujer,soltero/a,49,secundaria,188594,empleado/a calificado/a / funcionario/a,1
100000982,Mujer,soltero/a,33,secundaria,162827,,2
100000983,Hombre,,28,secundaria,178991,,2
100000984,Mujer,soltero/a,26,,159739,empleado/a calificado/a / funcionario/a,1
100000985,Mujer,soltero/a,30,,73401,desempleado/a / no calificado/a,0
100000986,Hombre,,25,secundaria,100794,empleado/a calificado/a / funcionario/a,2
100000987,Mujer,,33,secundaria,167763,empleado/a calificado/a / funcionario/a,1
100000988,Hombre,,64,,145174,empleado/a calificado/a / funcionario/a,0
100000989,Mujer,soltero/a,29,,176292,,1
100000990,Mujer,soltero/a,48,secundaria,94024,desempleado/a / no calificado/a,0
100000991,Mujer,soltero/a,37,secundaria,93740,desempleado/a / no calificado/a,0
100000992,Mujer,soltero/a,34,secundaria,85685,desempleado/a / no calificado/a,0
100000993,Mujer,,23,secundaria,69997,desempleado/a / no calificado/a,0
100000994,Mujer,soltero/a,30,,151938,,2
100000995,Mujer,soltero/a,50,secundaria,122830,empleado/a calificado/a / funcionario/a,1
100000996,Hombre,,31,secundaria,78489,desempleado/a / no calificado/a,0
100000997,Mujer,,40,secundaria,161999,,1
100000998,Mujer,soltero/a,38,secundaria,98032,empleado/a calificado/a / funcionario/a,2
100000999,Mujer,soltero/a,23,,96060,empleado/a calificado/a / funcionario/a,0
100001000,Mujer,soltero/a,27,,147968,empleado/a calificado/a / funcionario/a,1
100001001,Hombre,,63,universidad,134853,empleado/a calificado/a / funcionario/a,1
100001002,Mujer,soltero/a,66,universidad,157576,,2
100001003,Mujer,,43,universidad,203738,,1
100001004,Mujer,,44,universidad,280570,,2
100001005,Mujer,,65,,69487,desempleado/a / no calificado/a,2
100001006,Hombre,,73,,214126,,1
100001007,Mujer,soltero/a,60,universidad,136671,empleado/a calificado/a / funcionario/a,1
100001008,Mujer,,62,universidad,174337,empleado/a calificado/a / funcionario/a,1
100001009,Hombre,,58,universidad,126710,empleado/a calificado/a / funcionario/a,1
100001010,Hombre,,43,universidad,167139,,2
100001011,Mujer,soltero/a,64,universidad,122094,empleado/a calificado/a / funcionario/a,2
100001012,Mujer,,37,,170113,,2
100001013,Hombre,,46,universidad,192698,,1
100001014,Mujer,,57,universidad,144197,empleado/a calificado/a / funcionario/a,2
100001015,Mujer,,51,universidad,133623,empleado/a calificado/a / funcionario/a,1
100001016,Hombre,,32,,171052,,2
100001017,Mujer,soltero/a,64,universidad,130492,empleado/a calificado/a / funcionario/a,2
100001018,Mujer,soltero/a,68,universidad,135705,empleado/a calificado/a / funcionario/a,1
100001019,Hombre,,55,universidad,171804,,2
100001020,Mujer,soltero/a,73,universidad,192167,,1
100001021,Hombre,,34,,134377,empleado/a calificado/a / funcionario/a,2
100001022,Mujer,,44,universidad,146716,empleado/a calificado/a / funcionario/a,1
100001023,Mujer,soltero/a,58,universidad,267872,empleado/a calificado/a / funcionario/a,1
100001024,Hombre,,65,universidad,142193,desempleado/a / no calificado/a,1
100001025,Hombre,,56,universidad,183765,empleado/a calificado/a / funcionario/a,1
100001026,Hombre,,42,universidad,218664,,2
100001027,Hombre,,65,,145174,empleado/a calificado/a / funcionario/a,2
100001028,Mujer,soltero/a,72,universidad,224961,,2
100001029,Hombre,,45,universidad,262634,,2
100001030,Mujer,soltero/a,68,universidad,287106,,2
100001031,Mujer,soltero/a,60,universidad,166298,,1
100001032,Hombre,,30,,133328,desempleado/a / no calificado/a,2
100001033,Mujer,soltero/a,63,universidad,129798,empleado/a calificado/a / funcionario/a,1
100001034,Mujer,soltero/a,57,universidad,281084,,1
100001035,Hombre,,46,universidad,160678,empleado/a calificado/a / funcionario/a,2
100001036,Hombre,,70,,167532,empleado/a calificado/a / funcionario/a,1
100001037,Mujer,soltero/a,65,universidad,178591,empleado/a calificado/a / funcionario/a,2
100001038,Mujer,soltero/a,63,universidad,273063,,2
100001039,Mujer,,54,universidad,149410,empleado/a calificado/a / funcionario/a,2
100001040,Mujer,,49,universidad,124658,empleado/a calificado/a / funcionario/a,2
100001041,Hombre,,64,universidad,153645,empleado/a calificado/a / funcionario/a,2
100001042,Hombre,,61,universidad,308529,,2
100001043,Hombre,,57,universidad,155062,empleado/a calificado/a / funcionario/a,2
100001044,Hombre,,42,universidad,199654,empleado/a calificado/a / funcionario/a,2
100001045,Mujer,soltero/a,62,universidad,124723,empleado/a calificado/a / funcionario/a,2
100001046,Hombre,,41,universidad,127752,empleado/a calificado/a / funcionario/a,2
100001047,Hombre,,51,universidad,157595,,1
100001048,Hombre,,38,universidad,135534,empleado/a calificado/a / funcionario/a,2
100001049,Hombre,,56,universidad,166264,,2
100001050,Hombre,,43,universidad,147259,empleado/a calificado/a / funcionario/a,1
100001051,Hombre,,48,universidad,161116,empleado/a calificado/a / funcionario/a,1
100001052,Mujer,soltero/a,61,universidad,139380,empleado/a calificado/a / funcionario/a,1
100001053,Mujer,,48,universidad,213768,,2
100001054,Mujer,soltero/a,68,universidad,125903,empleado/a calificado/a / funcionario/a,2
100001055,Hombre,,62,universidad,163940,empleado/a calificado/a / funcionario/a,1
100001056,Hombre,,56,universidad,173378,,2
100001057,Hombre,,53,universidad,126847,empleado/a calificado/a / funcionario/a,1
100001058,Mujer,,33,,166712,empleado/a calificado/a / funcionario/a,2
100001059,Hombre,,60,universidad,189166,empleado/a calificado/a / funcionario/a,1
100001060,Hombre,,47,universidad,161714,empleado/a calificado/a / funcionario/a,1
100001061,Mujer,,25,,214364,,2
100001062,Mujer,soltero/a,64,universidad,184680,empleado/a calificado/a / funcionario/a,1
100001063,Mujer,soltero/a,73,universidad,214732,,1
100001064,Mujer,,66,universidad,152527,empleado/a calificado/a / funcionario/a,1
100001065,Hombre,,76,,170366,,1
100001066,Hombre,,60,universidad,194532,,1
100001067,Hombre,,57,universidad,125883,empleado/a calificado/a / funcionario/a,2
100001068,Mujer,,30,,131242,empleado/a calificado/a / funcionario/a,2
100001069,Mujer,,43,universidad,159880,,1
100001070,Mujer,soltero/a,57,universidad,165519,empleado/a calificado/a / funcionario/a,2
100001071,Mujer,,51,universidad,149653,empleado/a calificado/a / funcionario/a,1
100001072,Hombre,,61,universidad,134102,empleado/a calificado/a / funcionario/a,1
100001073,Mujer,soltero/a,64,universidad,159378,,2
100001074,Mujer,,41,universidad,205476,,1
100001075,Mujer,,43,universidad,280566,,2
100001076,Mujer,,67,,71823,desempleado/a / no calificado/a,2
100001077,Hombre,,71,,211572,,1
100001078,Mujer,soltero/a,59,universidad,136123,empleado/a calificado/a / funcionario/a,1
100001079,Mujer,,60,universidad,176372,empleado/a calificado/a / funcionario/a,1
100001080,Hombre,,60,universidad,128271,empleado/a calificado/a / funcionario/a,1
100001081,Hombre,,45,universidad,169020,,2
100001082,Mujer,soltero/a,63,universidad,122267,empleado/a calificado/a / funcionario/a,2
100001083,Mujer,,38,,169324,,2
100001084,Hombre,,46,universidad,192561,,1
100001085,Mujer,,55,universidad,145781,empleado/a calificado/a / funcionario/a,2
100001086,Mujer,,50,universidad,135376,empleado/a calificado/a / funcionario/a,1
100001087,Hombre,,30,,169002,,2
100001088,Mujer,soltero/a,63,universidad,128469,empleado/a calificado/a / funcionario/a,2
100001089,Mujer,soltero/a,67,universidad,135567,empleado/a calificado/a / funcionario/a,1
100001090,Hombre,,54,universidad,170644,,2
100001091,Mujer,soltero/a,71,universidad,192360,,1
100001092,Hombre,,32,,133235,empleado/a calificado/a / funcionario/a,2
100001093,Hombre,,45,universidad,260847,,2
100001094,Mujer,soltero/a,65,universidad,285647,,2
100001095,Mujer,soltero/a,62,universidad,164816,,1
100001096,Hombre,,28,,130148,desempleado/a / no calificado/a,2
100001097,Mujer,soltero/a,65,universidad,129838,empleado/a calificado/a / funcionario/a,1
100001098,Mujer,soltero/a,57,universidad,281647,,1
100001099,Hombre,,48,universidad,157305,empleado/a calificado/a / funcionario/a,2
100001100,Hombre,,71,,163654,empleado/a calificado/a / funcionario/a,1
100001101,Mujer,soltero/a,38,secundaria,82398,empleado/a calificado/a / funcionario/a,1
100001102,Mujer,,40,secundaria,107710,empleado/a calificado/a / funcionario/a,1
100001103,Mujer,soltero/a,49,secundaria,122346,empleado/a calificado/a / funcionario/a,1
100001104,Mujer,,32,secundaria,155540,,1
