Sexo,Estado civil,Edad,Educacion,Ingreso anual,Ocupacion,Tamano de asentamiento,Ingreso mensual,Nivel socioeconomico,Descripción NSE
1,0,25,1,111502,1,0,9291,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,124750,4,1,10395,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,146463,4,2,12205,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,115075,4,0,9589,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,32,1,308491,4,1,25707,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,32,1,126368,4,0,10530,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,68,3,287247,4,2,23937,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,33,1,125535,4,2,10461,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,39,1,153223,4,2,12768,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,106873,4,1,8906,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,268906,4,1,22408,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,22,1,97757,4,2,8146,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,30,1,112151,4,1,9345,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,55,3,172909,4,0,14409,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,46,1,103387,4,1,8615,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,21,1,93916,4,2,7826,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,39,1,189963,4,2,15830,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,58,3,124191,4,0,10349,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,43,1,77205,1,0,6433,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,24,1,65917,1,0,5493,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,22,1,109676,4,0,9139,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,30,1,95682,4,2,7973,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,125516,4,2,10459,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,99822,4,0,8318,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,30,1,154854,4,1,12904,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,84582,1,0,7048,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,30,1,145800,4,0,12150,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,162869,4,1,13572,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,46,1,192379,4,2,16031,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,45,1,159757,4,2,13313,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,31,1,69571,1,0,5797,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,31,1,93648,4,2,7804,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,77472,1,0,6456,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,46,3,121501,4,0,10125,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,30,1,207262,4,0,17271,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,30,1,143082,4,2,11923,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,147760,4,1,12313,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,43,3,82082,1,0,6840,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,31,1,132991,4,1,11082,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,78436,1,0,6536,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,24,1,99737,4,2,8311,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,164915,4,0,13742,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,26,1,223185,4,1,18598,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,29,1,108400,4,2,9033,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,57,3,194882,4,1,16240,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,49,1,122186,1,0,10182,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,79594,1,0,6632,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,45,1,104355,1,0,8696,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,30,1,135894,4,2,11324,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,30,1,103699,4,1,8641,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,47,3,132145,4,1,11012,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,29,1,117272,4,2,9772,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,137932,4,0,11494,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,22,1,63972,1,0,5331,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,26,1,113299,4,2,9441,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,108540,1,0,9045,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,54,3,174424,4,2,14535,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,29,1,154991,4,2,12915,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,99723,1,0,8310,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,22,1,114584,4,2,9548,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,43,1,135275,1,0,11272,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,29,1,41680,1,0,3473,6,"Hogares con ingresos mínimos, muy bajo nivel educativo y sin acceso a servicios básicos."
0,0,36,1,158769,4,1,13230,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,33,1,120596,4,0,10049,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,57,3,139641,1,0,11636,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,64,1,134377,4,0,11198,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,125804,4,2,10483,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,47,1,91858,1,0,7654,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,25,1,117641,4,2,9803,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,49,1,188594,4,1,15716,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,33,1,162827,4,2,13568,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,28,1,178991,4,2,14915,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,26,1,159739,4,1,13311,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,30,1,73401,1,0,6116,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,25,1,100794,4,2,8399,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,167763,4,1,13980,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,64,1,145174,4,0,12097,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,29,1,176292,4,1,14691,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,48,1,94024,1,0,7835,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,93740,1,0,7811,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,34,1,85685,1,0,7140,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,69997,1,0,5833,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,30,1,151938,4,2,12661,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,50,1,122830,4,1,10235,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,31,1,78489,1,0,6540,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,40,1,161999,4,1,13499,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,38,1,98032,4,2,8169,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,96060,4,0,8005,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,147968,4,1,12330,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,63,3,134853,4,1,11237,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,66,3,157576,4,2,13131,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,43,3,203738,4,1,16978,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,44,3,280570,4,2,23380,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,65,1,69487,1,2,5790,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,73,1,214126,4,1,17843,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,60,3,136671,4,1,11389,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,62,3,174337,4,1,14528,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,58,3,126710,4,1,10559,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,43,3,167139,4,2,13928,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,64,3,122094,4,2,10174,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,170113,4,2,14176,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,46,3,192698,4,1,16058,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,57,3,144197,4,2,12016,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,51,3,133623,4,1,11135,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,32,1,171052,4,2,14254,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,64,3,130492,4,2,10874,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,68,3,135705,4,1,11308,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,55,3,171804,4,2,14317,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,73,3,192167,4,1,16013,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,34,1,134377,4,2,11198,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,44,3,146716,4,1,12226,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,58,3,267872,4,1,22322,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,65,3,142193,1,1,11849,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,56,3,183765,4,1,15313,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,42,3,218664,4,2,18222,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,65,1,145174,4,2,12097,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,72,3,224961,4,2,18746,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,45,3,262634,4,2,21886,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,68,3,287106,4,2,23925,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,60,3,166298,4,1,13858,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,30,1,133328,1,2,11110,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,63,3,129798,4,1,10816,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,57,3,281084,4,1,23423,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,46,3,160678,4,2,13389,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,70,1,167532,4,1,13961,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,65,3,178591,4,2,14882,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,63,3,273063,4,2,22755,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,54,3,149410,4,2,12450,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,49,3,124658,4,2,10388,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,64,3,153645,4,2,12803,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,61,3,308529,4,2,25710,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,57,3,155062,4,2,12921,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,42,3,199654,4,2,16637,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,62,3,124723,4,2,10393,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,41,3,127752,4,2,10646,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,51,3,157595,4,1,13132,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,38,3,135534,4,2,11294,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,56,3,166264,4,2,13855,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,43,3,147259,4,1,12271,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,48,3,161116,4,1,13426,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,61,3,139380,4,1,11615,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,48,3,213768,4,2,17814,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,68,3,125903,4,2,10491,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,62,3,163940,4,1,13661,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,56,3,173378,4,2,14448,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,53,3,126847,4,1,10570,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,166712,4,2,13892,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,60,3,189166,4,1,15763,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,47,3,161714,4,1,13476,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,25,1,214364,4,2,17863,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,64,3,184680,4,1,15390,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,73,3,214732,4,1,17894,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,66,3,152527,4,1,12710,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,76,1,170366,4,1,14197,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,60,3,194532,4,1,16211,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,57,3,125883,4,2,10490,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,30,1,131242,4,2,10936,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,43,3,159880,4,1,13323,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,57,3,165519,4,2,13793,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,51,3,149653,4,1,12471,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,61,3,134102,4,1,11175,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,64,3,159378,4,2,13281,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,41,3,205476,4,1,17123,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,43,3,280566,4,2,23380,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,67,1,71823,1,2,5985,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,71,1,211572,4,1,17631,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,59,3,136123,4,1,11343,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,60,3,176372,4,1,14697,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,60,3,128271,4,1,10689,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,45,3,169020,4,2,14085,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,63,3,122267,4,2,10188,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,169324,4,2,14110,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,46,3,192561,4,1,16046,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,55,3,145781,4,2,12148,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,50,3,135376,4,1,11281,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,30,1,169002,4,2,14083,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,63,3,128469,4,2,10705,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,67,3,135567,4,1,11297,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,54,3,170644,4,2,14220,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,71,3,192360,4,1,16030,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,32,1,133235,4,2,11102,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,45,3,260847,4,2,21737,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,65,3,285647,4,2,23803,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,62,3,164816,4,1,13734,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,28,1,130148,1,2,10845,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,65,3,129838,4,1,10819,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,57,3,281647,4,1,23470,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,48,3,157305,4,2,13108,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,71,1,163654,4,1,13637,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,38,1,82398,4,1,6866,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,40,1,107710,4,1,8975,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,49,1,122346,4,1,10195,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,155540,4,1,12961,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,45,1,127572,4,1,10631,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,154031,4,1,12835,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,66,3,164931,4,2,13744,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,38,1,123003,4,2,10250,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,20,1,89605,4,1,7467,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,48,1,117721,4,1,9810,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,46,3,168904,4,1,14075,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,32,1,137576,4,2,11464,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,54,1,111274,4,1,9272,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,24,1,94249,4,2,7854,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,180940,4,1,15078,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,57,1,125032,4,2,10419,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,138011,4,1,11500,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,144850,4,1,12070,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,20,1,107270,4,2,8939,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,113405,4,2,9450,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,47,1,137338,4,2,11444,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,64,3,125119,1,2,10426,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,159745,4,2,13312,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,44,1,181262,4,2,15105,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,30,1,90500,4,2,7541,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,102733,4,1,8561,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,135493,4,2,11291,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,62,3,169044,4,1,14087,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,49,1,178549,4,2,14879,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,52,1,159716,4,2,13309,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,36,1,170118,4,1,14176,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,49,1,143886,1,1,11990,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,130164,4,2,10847,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,114476,4,1,9539,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,50,1,126143,4,1,10511,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
